,Aruba,Afghanistan,Angola,Albania,Andorra,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Cuba,Curacao,Cayman Islands,Cyprus,Czechia,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,"Egypt, Arab Rep.",Eritrea,Spain,Estonia,Ethiopia,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,"Hong Kong SAR, China",Honduras,Croatia,Haiti,Hungary,Indonesia,Isle of Man,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Liechtenstein,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Mexico,Marshall Islands,North Macedonia,Mali,Malta,Myanmar,Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Puerto Rico,"Korea, Dem. People's Rep.",Portugal,Paraguay,West Bank and Gaza,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,South Sudan,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Timor-Leste,Tonga,Trinidad and Tobago,Tunisia,Turkiye,Tuvalu,Tanzania,Uganda,Ukraine,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
2011,,,677323307922.736,369994480000.0,,1015881234200.0,161536786600,1077479799400.0,461000000.0,,336109000000,168858530000.0,23423916900.0,138042608000.0,297545100000.0,1094605996100,1410072688400.0,2445771526100.0,46556727000.0,8766080000.0,3812720000.0,8227406500.0,44582721600.0,2148000000.0,,10719430300.0,442537000000.0,,12221000000.0,20115926800.0,64109323977.5314,217446000000.0,547291916000,375458073000.0,,50979294747687.0,,7158231451300.0,3033670276400,1964773816095.31,2993979575300,113608000000000,35996814400.0,46726064500.0,8163297799615.66,14129000000.0,3784100000.0,,10482894000.0,3091788000000.0,1236312150000.0,,,1027780022000.0,424331001067.856,6216018191300,16835682000.0,381962069200,5764051900.0,315431000000.0,14664292000.0,162526105400.0,75428000000.0,,592451934000,,,2213641544300,499655679000.0,9963000000.0,28521149100.0,,11794450595900.0,7550000000.0,94298769500.0,5197157000000.0,48026105000,,4998000000.0,84395015100,954000000.0,,4398182165144.97,94484500000,131638268765.593,56075459100.0,25509232000000.0,1914267941367800,,21439310000000,197114869000.0,2531429573240800,62133176550700.0,953074590000.0,355278309000.0,448883400000.0,271384000000.0,11102445042.7612,82342200000000.0,4329091489100.0,1062000000000,131470200000.0,30075836713900.0,17507300.0,,634146300000000,25200500000.0,28967159068500.0,20826302035600.0,,6254837500.0,,,1981073315200.0,8528810500.0,21482541000.0,85844153000.0,12279456000.0,334981000000.0,,246766827300.0,,31171999796.3018,4241801842800.0,,4718900088000,77918400.0,161532000000.0,693576434800.0,12156800000.0,12880591324100.0,1327017000.0,5397603830800.0,324000000.0,125413171900.0,67768765300.0,214033861600.0,,787905072900,51147173400.0,,664998656400.0,17628390963100.0,55475565677.0417,480060656000.0,1090947000000.0,121715029303.0,,62131436000.0,15393800000.0,3261872470700.0,22742582000.0,114387000000,2929219183900,,,694603000000.0,,,59595239000.0,62314719126300,2017100000.0,,,132159500000.0,19427800000000.0,660897000000,1081686193064.66,223631300.0,1950967062600,645282900000,3817100000.0,1016241569200.0,6058727948.0,,,1408492300000.0,16426000000.0,,,57362293000.0,26063590000.0,1688622000000,12190453100,1842300000.0,10116519900.0,213104000000.0,,1808472000000.0,846349138100.0,6645476000000,3458643400.0,,81473653.5103054,153642900.0,,33698025500.0,270152450900.0,,13171459385800.0,10993161284100.0,1909012000000.0,437317568500,2033472716000.0,21978273571500.0,,8190856000.0,,15171000000.0,1641583000000000.0,29316000000.0,,1188756900.0,103273862000.0,1093527718500.0,,31726868300.0
2010,,,713904497865.73,346845670000.0,,875260000000.0,155101896200,937768460100.0,522000000.0,,333284000000,159397700000.0,22611059500.0,140230980000.0,284374900000.0,1212331789800,1141660093000.0,1890975782300.0,41355787000.0,6723000000.0,3587360000.0,7862281400.0,34189175700.0,2082000000.0,,10248691900.0,422220000000.0,,12599000000.0,19491616700.0,64633369990.0677,149542000000.0,522087302000,360876496000.0,,48462994088856.8,,7134964338200.0,2886586014000,1570925487087.85,2828309440000,101203000000000,34612321600.0,42125927300.0,7625821927778.99,13398000000.0,,,9795666000.0,2832254000000.0,1141036460000.0,,,958795850000.0,395471245805.578,6388507904700,15932657000.0,377258102900,852997900.0,291597000000.0,11809564000.0,,73928000000.0,,557004765000,,,2108893527200,467268451000.0,8544100000.0,18539237500.0,,11906933254500.0,6443000000.0,64501944500.0,5820208000000.0,47721193000,,4794000000.0,81930580300,896000000.0,,4197190584033.8,87193200000,128674124970.335,44838459600.0,23973099000000.0,1667917825501200,,18563301189600,191171823000.0,2545032527266800,59935075838900.0,921771928000.0,328174599000.0,425805300000.0,275561000000.0,10852979103.4139,82440800000000.0,4311844112700.0,980000000000,113609900000.0,25298371336100.0,16590900.0,,549438300000000,22055000000.0,23661340152700.0,20297367122600.0,,21224591400.0,,,1797707182600.0,7623982400.0,18754368000.0,82235534000.0,10905024000.0,266404000000.0,,233656952700.0,,24010104000.0,3984945559800.0,,4380974658000,66734600.0,139087000000.0,653280379900.0,11547900000.0,,1157671000.0,4565129650000.0,365000000.0,107244305200.0,67743170900.0,203366021000.0,,756296471700,52889653700.0,,671073156200.0,14013840830000.0,51244023289.0125,456508580000.0,1099905000000.0,124344052003.065,,60738017000.0,14824985100.0,3186287430600.0,18842703000.0,108435000000,2952272369600,,,645003000000.0,,,55757495000.0,62103926587400,1608203700.0,,,117877200000.0,19369667085200.0,534310000000,981866999979.0,6151184800.0,1910300612900,599201400000,2890200000.0,1030088386600.0,5650094324.0,,,1333435300000.0,16773000000.0,,,51850507000.0,24388434000.0,1582295000000,16281427700,,9892558100.0,404140000000.0,,1683463000000.0,697634017900.0,6068406000000,3421011600.0,,108525043.214582,,,35747563800.0,239240106300.0,,12023879468400.0,10421124473600.0,1851085000000.0,413328607200,1897489944000.0,19162183612900.0,,7825785000.0,,18218000000.0,1484333000000000.0,26626000000.0,,927130000.0,116971115100.0,1061590377400.0,35995100000.0,30185976800.0
2009,,,731301668482.43,290993584500.0,,823698063600.0,136177435600,741319116700.0,621000000.0,,318305000000,140896480000.0,18205435000.0,96102187000.0,257494800000.0,1156829549600,797396087800.0,1873337705000.0,37241918000.0,6550720000.0,3542210000.0,6902761400.0,31753906500.0,2073000000.0,,9329491600.0,377921136700.0,,13664485000.0,18128146900.0,54680943579.9053,104901000000.0,489406529000,320477741000.0,,47573936113746.8,,7845321115900.0,2550340606200,1121885463900.0,2750736640500,99158000000000,30176392000.0,39416090000.0,6975212311927.4,11774000000.0,,,9213068000.0,2470098000000.0,997341970000.0,,,931411110000.0,340733815230.969,6388507904700,15970518000.0,388861219900,725979700.0,267365000000.0,9507187000.0,,69625000000.0,,512446641000,,,1836861089000,437382069000.0,,14869550500.0,,11240675582400.0,6685000000.0,85087445500.0,5829476000000.0,45508917000,,4381000000.0,77195430700,897000000.0,,3570798757062.9,75371400000,119381964841.525,47677349900.0,21574410000000.0,1447012267430600,,15536986008700,180381666000.0,2367561801555800,62278541083800.0,913058553000.0,285721922000.0,380994400000.0,297768000000.0,9793200148.60608,66026200000000.0,4182196035600.0,857000000000,128664360600.0,20983841175600.0,20916300.0,,486108900000000,,20449359289100.0,18474874168700.0,,21277382800.0,,,1652910645500.0,7586606400.0,16114529000.0,74653484000.0,9612696000.0,190655000000.0,,198264330600.0,,21112015900.0,3770587954600.0,,3580327246000,49238300.0,112457000000.0,654910683500.0,10672300000.0,,1076961000.0,,356000000.0,105647826200.0,65658659900.0,178284407300.0,,684932841100,51466091200.0,,560490041500.0,12574595084300.0,44056192970.7919,416038044000.0,1093821000000.0,138837031703.422,,59071628000.0,12974805700.0,2753739407100.0,17812575000.0,105040000000,2453934043600,,,573553000000.0,,,51055767000.0,50227095677900,1582481200.0,,,102036800000.0,18102449588000.0,493593000000,940901127200.0,5643288800.0,1925747832600,508713200000,2177600000.0,864860149300.0,4979721516.0,,,1141099800000.0,17040000000.0,,,44189901000.0,22138989000.0,1430036000000,15290471700,,10385949500.0,363474000000.0,,1383984000000.0,634650045400.0,5312898000000,2781310200.0,,84766186.1331058,,,28219057100.0,235191253100.0,,11308529035800.0,11446859639300.0,1809266000000.0,385641691400,1680937999000.0,17751787440600.0,,8982455000.0,,18996000000.0,1368679636184660.0,26356000000.0,,727330000.0,,985527299800.0,30700976600.0,20706733900.0
2008,,,751212703099.153,277900216000.0,,860701835100.0,150218520600,827694457700.0,790000000.0,,310790000000,164537390000.0,16836123800.0,149221548000.0,290217700000.0,1215983276900,597295745100.0,1872803872000.0,42184019000.0,6527910000.0,3658410000.0,7129185100.0,34452292800.0,1986000000.0,,10453874700.0,416428562800.0,,14424926900.0,18571430000.0,80447374151.5427,,562311197000,351051891000.0,,49661100788709.2,,6602456819400.0,2897834658600,1564269526800.0,2372072301600,104604000000000,25379640000.0,47391983400.0,7619997666678.19,11418000000.0,,,9662827000.0,2739316000000.0,1163470980000.0,,,1026058773000.0,372278108853.077,7106237936300,16773701000.0,454873548000,532971600.0,299864000000.0,11929996000.0,,87155000000.0,,575123886000,,,1865967951600,480694368000.0,,13816681000.0,,10641148401300.0,5735000000.0,76993740400.0,6209336000000.0,55852413000,,4776000000.0,79305935800,1046000000.0,,3927134839954.76,89617900000,138529037520.551,42846506300.0,24165914000000.0,1602274919018600,,16326232898800,172369058000.0,2376909626206700,60143187342900.0,842953596000.0,324855400000.0,463589400000.0,362051000000.0,11304426329.1861,86176700000000.0,4747101061900.0,904190333500,130071182200.0,23280622881600.0,19474800.0,,488339500000000,,19365657116900.0,16854817144700.0,,22342063900.0,,,1884855799100.0,8193797900.0,18667469000.0,80483142000.0,11033130000.0,191358000000.0,,218308000000.0,,24016858100.0,5000347144100.0,,4016293819000,37604000.0,130598000000.0,736303113300.0,10716800000.0,,1233035000.0,,543000000.0,91532635000.0,64192518300.0,181296394600.0,,768537565700,50564351700.0,,475046416300.0,17968265494100.0,44037536923.1903,455391823000.0,1140591000000.0,133661089703.294,,56779947000.0,12378734900.0,2849516758400.0,18236399000.0,108616000000,2575181775300,,,609739000000.0,,,56757447000.0,55764643762000,1483176700.0,,,108185900000.0,18995255093500.0,509472000000,1053887435900.0,5543505700.0,1891379718600,548205400000,2648600000.0,793188000000.0,5489845844.0,,,1289805600000.0,15373000000.0,,,52837835000.0,26532974000.0,1671736000000,16415033200,,10336807100.0,448622000000.0,,1602974000000.0,573435726100.0,6047024000000,2838071900.0,,83759526.7923591,,,30356042100.0,244017124400.0,,10815567066900.0,12519110554400.0,2318741000000.0,369197298700,1832971087000.0,18708850230700.0,,10406182100.0,,21097000000.0,1442006502239460.0,23052000000.0,,608138000.0,,1187723161900.0,19030198500.0,21530075600.0
2007,,,679093023955.119,291378105500.0,,765509063800.0,149115254900,952248411500.0,793000000.0,,298781000000,161041710000.0,15618519100.0,92233540000.0,285064800000.0,1104509000500,551748545900.0,1748966395000.0,41164032000.0,6483880000.0,3740750000.0,7048464800.0,33743644000.0,1898000000.0,,10231389600.0,414731271100.0,,15381017600.0,20598798200.0,91194310501.0686,,589078512000,337019551000.0,,49912757326410.7,,6996039563400.0,2994571589700,1494263291600.0,2270391544600,102516000000000,25636000000.0,43931780500.0,7458005366342.39,10233700000.0,,,9717705000.0,2628553000000.0,1141320440000.0,,,987810578000.0,390301749600.864,7280981492100,16287685000.0,353267874400,677848500.0,302607000000.0,11823832000.0,,81758000000.0,,572600512000,,,1986872384800,469526147000.0,,11835164900.0,,11936742446000.0,7010000000.0,73776460300.0,5381535000000.0,53977868000,,4451000000.0,79435413500,1136000000.0,,3795148790071.87,88854000000,141521066663.617,39155777300.0,22650241000000.0,1462817762521500,,14224166371200,179184232000.0,2451094634815800,51158039100000.0,814728048000.0,307458622000.0,478762000000.0,351850000000.0,9393069832.75528,84829700000000.0,4704758237800.0,883241584000,119215999300.0,20129331419400.0,22451400.0,,453838000000000,,17049934951700.0,15570964426100.0,,25064404800.0,,,1877529672900.0,7575219700.0,16724482000.0,80747706000.0,10783090000.0,180339000000.0,,223862000000.0,,23226222400.0,4440190639600.0,,4057577257000,43672100.0,136993000000.0,731048712000.0,8970200000.0,,1212912000.0,,852000000.0,85705172300.0,65295346200.0,175973913800.0,,756635068600,52866701900.0,,412640059400.0,12526900163500.0,40731158256.788,448146125000.0,1139084000000.0,132696373503.271,,58346882000.0,11159972600.0,2985415342800.0,15217763000.0,100774000000,2690899839200,,,569577000000.0,,,56995131000.0,52373505154500,1265080800.0,,,95107900000.0,18881990963500.0,575140000000,1066548804200.0,4885867900.0,1872083971700,520804800000,2401100000.0,952637000000.0,5353634636.0,,,1145925300000.0,,,,51293738000.0,25467578000.0,1641331000000,18882816400,,10851300000.0,459003000000.0,,1621734000000.0,560228227800.0,5690587000000,2445748600.0,,69019382.8493215,,,29529288300.0,234894774900.0,,9997572060500.0,6787624203200.0,2193574000000.0,340175910900,1732786557000.0,13620006035000.0,,10509532000.0,,20793000000.0,1268255850114860.0,21225000000.0,,,,1169596383600.0,20159994700.0,27282388300.0
2006,,,582612409021.207,244624902600.0,,703385588600.0,137859761000,986870082300.0,783000000.0,,286857000000,149706240000.0,10586162900.0,82787640000.0,270367500000.0,868086505500,515267894200.0,1548092107800.0,34411572000.0,6454700000.0,3794850000.0,6271902700.0,31954033700.0,2076000000.0,,9924796000.0,390606986600.0,,17021440100.0,17793394100.0,83821588179.8867,,582452313000,302847162000.0,,46755614558786.7,,7639553530000.0,2620087693000,1179092000000.0,2736469000000,96513000000000,25845048800.0,,6936199525439.41,8993000000.0,,,9223058000.0,2367397000000.0,1048174610000.0,,,952992456000.0,386179296001.902,7354526759700,16284882000.0,286546117300,780301800.0,281241000000.0,10499300000.0,,75016000000.0,,557052129000,,,1927766083800,478247946000.0,,10015565300.0,,9188619090100.0,7741000000.0,,4341975000000.0,48796485000,,4319000000.0,72599370000,1167000000.0,,3505353832500.13,86655600000,134776107732.458,42297459700.0,19508515000000.0,1347685282231700,,13435941609900,164537956000.0,2455571110240700,,660395520000.0,278937538000.0,450823000000.0,,8684798461.98573,78038000000000.0,4312335690000.0,832010291600,94730688000.0,18275016193800.0,15219200.0,,403039200000000,,15766247111900.0,13947030604000.0,,22699840600.0,,,1749349783200.0,6693359000.0,16206961000.0,76808733000.0,9470507000.0,151980000000.0,,212786038700.0,,21017232000.0,3399921024700.0,,3979028885000,39527600.0,120390000000.0,816015632700.0,8131100000.0,,933165000.0,,1143000000.0,74067419400.0,69143998700.0,173433185800.0,,724547888400,49698456400.0,,401792172000.0,15083783820400.0,37156545848.6302,425368043000.0,1123793000000.0,133962135903.302,,56144074000.0,11227879300.0,2941014038700.0,12478847600.0,94480000000,2616025193600,,,517523000000.0,,,53544877000.0,48191881263100,1065380400.0,,,78667100000.0,17762957367800.0,399541000000,1064537263300.0,4322868600.0,1831228001700,479835900000,2065000000.0,941684000000.0,5251476230.0,,,1104294700000.0,,,,44814287000.0,22367881000.0,1569219000000,16595738300,,10737320600.0,452612000000.0,,,564821357900.0,5225816000000,2479175900.0,7812765100.0,52205508.7436394,,,26412585900.0,219575145300.0,,8791516127900.0,6052889754700.0,2130573000000.0,324655639000,1593232068000.0,9734511150000.0,,11367995000.0,,20717000000.0,1127338108830290.0,20063000000.0,,,,1084683895700.0,18209533300.0,30241975700.0
2005,,,509766741640.745,209210881300.0,,630662367900.0,130596996600,1065033799200.0,839000000.0,,278534000000,139163010000.0,7881800000.0,74911128000.0,255786100000.0,870655879900,430178373900.0,1233772423200.0,31962250000.0,6330740000.0,3722480000.0,5280622100.0,29539896000.0,1843000000.0,,8914207200.0,372583527100.0,,16418854100.0,11731857500.0,81275352333.8228,,577363959000,284546779000.0,,44433948552509.9,,7226061964600.0,2389384149300,1300950100000.0,2629880000000,88125000000000,25178595600.0,,6419940209395.0,8875500000.0,,,9015441000.0,2071409000000.0,933446200000.0,,,863705818000.0,391369767572.933,7512284739200,15201615000.0,236306222900,677942200.0,268541000000.0,9585824000.0,,68312000000.0,,525532113000,,,2069035684100,425723158000.0,,,,,7017000000.0,49986000000.0,4372810040400.0,46378874000,,4606000000.0,69280377700,1186000000.0,,3182600356439.49,85329900000,124852570429.025,38176369900.0,16322593000000.0,1231825608323400,,11159994116300,155149516000.0,2362059582757300,,693036063000.0,265445627000.0,416232700000.0,,7548531679.27177,70746800000000.0,4037767500000.0,803560953600,86992104500.0,15333285288000.0,,,359711600000000,,13784335372100.0,14419438853100.0,,18711600300.0,,,1684651397400.0,5494280000.0,14366949000.0,68019019000.0,8806298000.0,139672000000.0,,190231553200.0,,20789623400.0,2897447635900.0,,3690729172000,55423400.0,107363000000.0,744351953300.0,6679600000.0,,,,1418000000.0,65871797700.0,37818143100.0,165507939779.783,,679165012200,43086510200.0,,380718986100.0,8853251977600.0,33029713600.0,396898935000.0,1132924000000.0,135717947403.345,,54261849000.0,13721305600.0,2676308111500.0,11231582200.0,93376000000,2376969139400,,,448565000000.0,,,47618177000.0,46592185821400,1098118200.0,,,70382200000.0,16554473125300.0,392748000000,1041665554500.0,3803229200.0,1727649891000,432462800000,2032300000.0,881080000000.0,4949674926.0,,,1029605400000.0,,,,36483406000.0,19599881000.0,1444767000000,15505680700,,8834551600.0,375413000000.0,,1682036695100.0,600078194500.0,4716965000000,2329623800.0,5481000000.0,43210553.3228622,,,25320680700.0,207732223400.0,,9795216332500.0,5616825080000.0,2260761000000.0,307393372400,1455465821000.0,8334194181000.0,,11721660000.0,,21851000000.0,1013793387052480.0,20013000000.0,,,,1009357931400.0,16490732600.0,33211935400.0
2004,,,414680502432.884,168356138500.0,,565706502600.0,115688425400,915861455700.0,798000000.0,,269220000000,130467230000.0,5291811400.0,64052230200.0,242425800000.0,791269683800,403770230600.0,862770273700.0,29299964000.0,6045510000.0,3803890000.0,4562956100.0,30359599100.0,1676000000.0,,8228272500.0,339811514700.0,,16628396000.0,8732320600.0,68766244478.8502,,564537939000,267246650000.0,,43025460401573.4,,6841462093500.0,2546768905200,1151300000000.0,2392642618100,80722114663800,24483889600.0,,6055867651095.28,6017300000.0,,,8745085000.0,1753077000000.0,874946080000.0,,,801061369000.0,405512051173.75,7093753294800,13993547000.0,196590891300,684997800.0,263558000000.0,7993356000.0,,63874000000.0,,505437827000,,,1908301000000,396431046000.0,,,,,7377000000.0,44811790000.0,,44880113000,,4378000000.0,70773435500,1137000000.0,,2837664463351.43,81030100000,119389822084.334,38322114700.0,14460727000000.0,1056442302473300,,8851161937200,147089162000.0,2314818659319800,,646989660000.0,253595466000.0,403261500000.0,,6940335755.99848,66044600000000.0,4021680776900.0,734651931100,97721792700.0,13173997472400.0,,,333377500000000,,12344917940300.0,13772178421700.0,,17368410000.0,,,1579664284700.0,5805589800.0,11988143000.0,64183188000.0,7130343000.0,141099000000.0,,167825288800.0,,18130982800.0,2845315347500.0,,3471517412000,60221700.0,91041000000.0,665185422200.0,6411100000.0,,,,1708000000.0,62049575300.0,37808091900.0,145762600336.851,,627103467400,43447117100.0,,357219343200.0,7878343216500.0,30676955600.0,375282031000.0,1127818000000.0,139965126303.45,,54503078000.0,11458742300.0,2395396164200.0,10089616600.0,81793000000,2112896967500,,6693283100.0,407898000000.0,,,47495764000.0,42163771958000,930376100.0,,,64450600000.0,15544101053700.0,353311000000,976244484100.0,3694607700.0,1800482436000,383457500000,1859100000.0,824200000000.0,4996376700.0,,,877186300000.0,,,,32391432000.0,17599850000.0,1357877000000,18512183600,,7205964900.0,381123000000.0,,,607790386500.0,4377299000000,2263969100.0,4384800000.0,48334298.6104207,,,24236273400.0,191755993800.0,,8670820128600.0,4893464537500.0,2574427000000.0,265006362300,1360991271000.0,7443223273200.0,,11295862000.0,,21678000000.0,860781418890601.0,18687000000.0,,,,929707838800.0,11800161800.0,35843464600.0
2003,,,374897145000.0,142092042100.0,,454220802100.0,107005805300,939388698300.0,954000000.0,,265689000000,120068050000.0,4732929200.0,70929733700.0,228287100000.0,834752655300,349405575900.0,464821334200.0,23532614000.0,5777340000.0,3405540000.0,3884074700.0,26748419700.0,1585000000.0,,7055594200.0,296846592800.0,,16747980200.0,6837154300.0,64034711164.2375,,534951623000,243303658000.0,,37408723757614.7,,6089361387900.0,2337764165700,1120600000000.0,2445982085800,73511645791500,24022748500.0,,5486215179412.91,5054700000.0,,,8474650000.0,1351854000000.0,784498070000.0,,,777537903000.0,389000496697.948,6873791952300,11942090000.0,156875559700,620876800.0,252682000000.0,6814902000.0,,58739000000.0,,479733465000,,,1883237000000,378131595000.0,,,,,,38331620000.0,,37857344000,,3980000000.0,65399571700,904000000.0,,2444722687925.27,71580200000,111269110895.643,42057633000.0,12266562000000.0,930553895940100,,6959751270300,138085472000.0,2288415893789600,,598156359000.0,215790410000.0,379970900000.0,,5704990064.84377,57746000000000.0,3616619403700.0,652473317000,86621497600.0,10284415684500.0,,,275507700000000,,11815579958100.0,11104103656700.0,,19270000000.0,,,1466134163900.0,5689323000.0,11178800000.0,58758649000.0,6268295000.0,108622000000.0,,157810547700.0,,16333576800.0,2591695742700.0,,3159652343000,,77687000000.0,705407045900.0,6677200000.0,,,,1579000000.0,50856159100.0,29871697300.0,149291688582.755,,540335043000,41230864200.0,,342092787600.0,7954284241800.0,26196007100.0,346800189000.0,1116334000000.0,124661559603.073,,52827167000.0,11872131300.0,2432536543300.0,8510910900.0,71301000000,1983171103000,,6516274000.0,389309000000.0,,,45866446000.0,39145951040600,842763600.0,,,56464300000.0,13903472131400.0,268181000000,906158079800.0,3408309700.0,1593691047300,321155600000,1755000000.0,739178000000.0,4875285800.0,,,798138700000.0,,,,26737872000.0,15569237000.0,1220459000000,21113675800,,6492327100.0,307712000000.0,,984803723800.0,642976539700.0,3818597000000,1846630100.0,3873621300.0,54129310.9318883,,,22981291400.0,170960590400.0,,8054716411300.0,3956100596700.0,2097831000000.0,214670255200,1241359239000.0,5809007207600.0,,9936047000.0,,20353000000.0,685228050915177.0,16318000000.0,,,,904088424800.0,7508544100.0,36596008700.0
2002,,,379835000000.0,127125265300.0,,369555021800.0,100953284200,719532435200.0,973000000.0,,264356000000,119433270000.0,4696828300.0,44236706800.0,224658100000.0,820010136500,321222718400.0,472842567300.0,22104135000.0,5718890000.0,3382690000.0,3434297100.0,24631873000.0,1400000000.0,,6290479800.0,267390966000.0,,16377250200.0,5880808200.0,68854145283.7696,,544254020000,246201583000.0,,34958005183857.6,,7003876298500.0,2650921928700,976600000000.0,2508845103900,68471910682600,23527701300.0,,5191787427108.28,4778400000.0,,,8727645000.0,1242245000000.0,769873030000.0,,,787051646000.0,340360207401.365,6394225071900,11138952000.0,137812200600,830650400.0,243976000000.0,6185663000.0,,59337000000.0,,484378127000,,,1849911000000,372347785000.0,,,,,,45344770000.0,,38137337000,,,65739820200,1077000000.0,,2160681285866.43,65834200000,104207656132.439,30048547000.0,11545045000000.0,878823033792100,,6351168351400,140470371000.0,2001746988409100,,593748163000.0,199620916000.0,384969200000.0,,5435560076.22552,52674000000000.0,3364297119700.0,608581978900,82269890600.0,9259182497900.0,,,242568100000000,,12880262452500.0,10367977270500.0,,,,,1418524277700.0,5917981100.0,10248899000.0,57167384000.0,6028358000.0,97348000000.0,,156709813300.0,,13700753600.0,1863876982600.0,,3100534964000,,77428000000.0,777733761200.0,6758300000.0,,,,1647000000.0,42671345400.0,38008637700.0,151882704669.523,,513949531100,37878563700.0,,338447208300.0,6055276282300.0,23994144800.0,340530184000.0,1117600000000.0,130872710503.226,,51447503000.0,12348781100.0,1894805142700.0,9462661600.0,67056000000,1815538292600,,5702845200.0,341260000000.0,,,43702888000.0,35525534514700,749694800.0,,,52117300000.0,12347691249800.0,222749000000,749401859700.0,2661127500.0,1653564697800,282035300000,1332568400.0,458294000000.0,4698144400.0,,,623253500000.0,,,,22329824000.0,15092247000.0,1170053000000,19284595700,,6219919300.0,369068000000.0,,442228877700.0,549881475900.0,3499004000000,1425969400.0,3204356900.0,58766353.3815933,,,22971362500.0,158725631200.0,,6533703077000.0,3829658986400.0,1896464000000.0,188273028200,1215790702000.0,4593347420000.0,,11087327000.0,,17456000000.0,571263564203084.0,14744000000.0,,,,903101556900.0,4755094900.0,45996412700.0
